num_factura,fecha_venta,producto,vendedor,cliente,cantidad
7619-44440169,2021-04-09,28,14,1951,2
4322-78892958,2023-08-02,18,7,409,116
4801-92337148,2022-04-07,90,62,1345,28
0045-44262657,2022-07-22,97,19,2312,23
9955-31479626,2022-07-26,75,9,1222,61
5736-39456151,2022-04-05,41,30,2068,173
3468-01713553,2021-02-17,18,40,641,114
3930-43869317,2022-09-02,110,47,690,172
5963-99508056,2021-11-20,117,21,1983,53
0277-13637859,2020-12-29,44,52,2026,76
1280-57609861,2022-08-13,106,16,1777,82
6990-22370840,2021-03-11,93,63,1374,87
1721-48791361,2021-05-19,99,18,2340,196
1992-17123920,2023-06-01,16,43,2281,122
3575-18810427,2021-03-06,51,45,2463,56
3331-96200201,2023-07-24,14,3,796,92
8436-56304261,2022-05-09,18,58,1417,83
7393-16418556,2022-06-11,12,3,1874,76
0556-98804889,2022-01-17,3,58,132,9
7097-06298916,2020-10-09,36,50,1347,96
9293-28558331,2022-04-17,53,14,1589,78
8010-65210258,2022-05-14,95,5,442,60
6674-11339307,2021-05-30,70,30,2358,194
9865-05245195,2021-09-11,103,16,869,22
5217-76439329,2022-03-03,9,46,275,113
4697-73661600,2020-11-27,109,6,1147,110
2278-63500396,2023-03-12,45,64,675,92
1296-41087373,2022-05-14,90,10,1099,4
2150-55297156,2021-09-21,5,42,938,92
1025-01264828,2021-01-20,54,40,2031,165
6661-24678247,2022-01-13,43,21,2086,137
0185-35721877,2020-11-01,113,4,2469,83
1819-39002562,2022-03-28,20,46,2130,185
7845-22341360,2021-08-15,93,46,2082,6
3064-77517825,2023-08-16,45,14,2330,113
8847-61434978,2023-05-02,25,55,843,40
1790-00652762,2021-05-18,58,37,520,108
1509-40271061,2022-02-06,43,46,1759,77
6727-66773831,2021-11-11,72,65,1970,151
3171-19643951,2022-04-15,57,29,1089,102
9185-60751245,2022-02-17,29,52,149,48
8314-30423109,2021-02-22,92,38,1687,133
9987-10152175,2020-12-25,67,28,120,19
5906-87244196,2021-07-09,103,33,2060,91
8433-10571899,2023-04-12,107,31,1440,136
7821-13527809,2022-09-10,25,46,940,6
4082-88347066,2023-03-05,5,11,2338,154
5839-57191555,2020-11-27,86,40,2176,29
0691-99972382,2023-07-10,46,39,161,69
2104-70767133,2021-03-16,116,56,893,133
4438-45749239,2023-01-04,109,28,1670,67
6592-86119586,2022-08-14,66,46,1016,122
5766-06438823,2021-03-19,30,53,1215,146
2448-31912067,2021-05-31,68,34,1261,150
1665-97294692,2023-07-05,99,41,283,77
8943-25838160,2023-07-18,30,31,676,82
3299-98605908,2023-08-22,56,60,404,134
2190-56359856,2021-07-08,55,16,255,140
4099-00575258,2021-06-24,88,35,323,109
9078-24110207,2022-05-08,104,17,1242,53
9825-16318862,2021-09-03,75,23,602,63
9366-58816213,2021-11-06,4,9,2174,2
6324-01455552,2022-09-23,46,41,751,183
9650-02993563,2022-06-30,67,49,2051,159
9854-07425521,2021-08-06,37,14,2268,120
6940-70509740,2022-01-06,44,27,1239,96
4256-12598624,2021-05-27,35,35,2443,162
9075-31987758,2022-02-15,43,52,2062,161
0096-18813024,2021-06-22,50,60,654,136
8876-07714897,2021-02-07,39,49,1479,91
3397-72174697,2020-11-18,51,10,959,176
2406-27024555,2020-10-08,35,23,242,142
1816-39899301,2023-01-13,6,33,2483,131
8958-87916970,2021-10-09,83,35,1207,26
9320-40403964,2023-06-12,64,40,1265,121
2356-54263948,2022-02-04,17,16,2126,154
0679-94784328,2021-10-19,90,62,2124,7
2681-18022904,2021-07-04,72,3,1048,54
4462-76742353,2021-08-27,93,59,167,139
8295-75263260,2021-07-04,81,3,2092,56
3205-94817522,2021-08-12,35,9,1501,73
9444-88319816,2020-10-22,73,36,799,27
0222-21905134,2022-10-07,22,31,293,14
2387-79478788,2021-05-16,43,61,1223,92
5011-61833943,2023-03-31,101,34,1730,71
5081-93729476,2022-02-05,88,9,1977,182
4170-04089927,2021-11-05,87,40,594,162
0700-08190931,2022-09-25,56,51,1786,120
2811-90160658,2023-06-20,36,56,912,97
5365-10480539,2021-07-09,51,17,789,1
2755-32468686,2022-06-30,22,30,246,65
4131-51943137,2020-11-26,17,8,1838,110
6380-62891144,2020-10-05,91,63,2056,156
3876-18887551,2021-02-28,98,11,904,118
7872-39458533,2023-07-14,49,28,1189,158
5756-97739950,2020-12-03,75,29,908,106
5925-71572663,2023-05-08,5,58,1815,157
7281-35980518,2022-12-26,63,37,1353,13
6750-79213261,2022-12-31,64,62,970,109
5443-94566078,2021-02-20,86,54,1642,114
0513-26180094,2022-05-18,43,36,923,20
8682-80470907,2020-10-29,52,43,629,116
5321-40856649,2023-05-16,103,32,1541,189
7271-29438266,2022-08-18,36,2,1618,48
6003-83585025,2023-08-04,40,25,881,35
5594-58994629,2021-11-22,11,39,2226,142
1385-48975562,2021-08-31,115,24,2178,182
4587-85398307,2022-05-11,77,48,741,98
2344-98362295,2021-12-24,72,37,1309,73
2241-35500561,2022-12-07,59,29,1485,37
1018-45395189,2023-08-10,93,29,1570,27
1324-83414112,2023-03-10,30,21,506,11
9512-26226057,2020-11-11,69,1,888,193
2178-22082897,2021-03-01,77,26,1227,44
6297-83798901,2021-12-05,88,9,288,52
4225-04122567,2021-05-19,54,47,2145,111
7032-74136382,2023-08-12,70,6,1039,87
6798-09932808,2021-08-22,114,53,1776,150
2637-25248363,2023-05-17,87,48,167,191
1507-23555031,2023-03-06,69,56,89,64
0792-06968960,2023-05-21,90,57,802,185
8054-41804721,2023-08-24,98,62,2002,173
4719-53811951,2023-08-07,45,3,1117,37
0017-61942628,2021-03-27,36,2,1825,151
1440-98885908,2023-02-14,41,48,1089,148
4738-77610441,2021-07-21,80,25,2218,104
8045-91986447,2021-11-13,37,41,969,103
6320-24407861,2021-09-08,10,16,2408,123
9427-77712007,2021-11-04,45,20,1802,166
8878-73409393,2021-02-08,3,11,526,24
3160-88695388,2022-08-31,96,59,194,186
6238-43120133,2021-04-02,34,18,1590,111
4384-17215316,2022-08-08,108,64,858,120
4272-16352733,2021-12-13,48,28,2318,51
6103-35417394,2022-01-04,16,25,1659,188
8227-45077310,2022-05-14,90,10,167,135
0556-13433683,2021-05-11,48,64,577,115
1948-88292221,2022-08-25,20,30,611,117
8846-13474624,2023-04-13,53,63,1218,121
5473-30222356,2023-07-05,74,33,2344,114
5311-10815630,2022-01-14,30,50,859,10
1479-75271011,2021-01-10,90,13,2223,112
9832-21203336,2023-09-04,9,52,656,74
0348-67532622,2023-05-25,65,32,472,95
9483-31850173,2021-08-08,54,33,148,69
9756-27690659,2022-10-06,14,17,2117,142
1112-08374872,2022-04-16,18,51,1965,115
7753-86782923,2021-12-04,64,31,2000,122
6740-37214362,2023-03-14,110,42,149,192
2690-27453944,2022-07-08,5,6,2225,86
0885-22999528,2022-08-08,72,29,1276,198
2888-37217125,2023-01-15,92,46,399,190
1856-03572696,2022-10-23,29,10,472,142
4575-10126321,2023-02-10,32,38,1407,128
1023-38121956,2021-06-10,9,40,1241,155
6464-23541116,2023-01-07,6,6,115,72
2527-83893162,2020-12-27,45,41,38,148
9193-44166689,2022-11-25,38,62,673,72
0590-54149983,2021-09-24,93,63,1,107
6283-10614611,2021-11-17,65,41,262,106
2324-17705057,2022-11-04,81,29,932,25
2222-05931153,2023-03-21,115,19,1659,163
1149-85352239,2023-03-25,63,33,2334,26
3249-87599358,2022-10-04,13,10,1365,83
1873-48384687,2023-07-11,109,9,7,66
6231-52420705,2022-05-02,31,5,2434,16
1805-70046038,2021-04-06,2,57,1077,65
4332-83266630,2021-12-09,52,11,1995,106
9976-52561151,2022-02-24,34,53,2185,80
9405-51769187,2022-02-19,103,52,474,23
2571-49136417,2021-01-29,26,47,1989,109
6786-04416569,2021-04-19,21,3,2088,125
7408-13007579,2022-10-23,16,61,324,173
9816-55374970,2022-03-07,28,43,1143,61
0572-52922104,2021-08-16,61,1,554,2
3299-31128562,2021-12-17,55,52,509,18
6658-19874924,2021-05-04,57,28,1929,163
7361-57393273,2023-01-06,6,16,676,133
1814-11338533,2021-03-19,15,5,1237,94
0281-94363763,2022-09-09,92,27,2009,156
8521-83776146,2023-01-21,79,29,825,68
8044-40556875,2020-09-17,48,23,1741,193
2673-64069559,2022-11-19,97,65,885,43
7036-74274049,2023-02-06,81,46,557,173
0075-77186118,2020-11-25,70,46,521,170
8532-48103638,2022-10-21,23,35,1200,101
9019-81187150,2023-06-30,111,5,171,23
6672-25421847,2023-01-07,54,21,1155,53
2151-97332062,2022-07-21,46,2,2224,54
0295-94759515,2022-03-29,20,2,87,90
1297-55613087,2023-09-16,56,4,85,66
9572-91293286,2020-11-23,3,9,2098,158
0334-58387978,2020-10-31,39,2,438,45
6512-20407244,2023-08-06,119,51,1245,24
6635-09679768,2021-06-20,67,1,1050,167
1946-72659273,2022-09-09,67,42,164,159
1594-48945559,2022-10-17,24,43,524,8
6041-67702203,2022-12-01,62,64,1486,80
4501-76349276,2021-01-03,47,58,1161,167
1340-40995045,2021-02-05,116,45,2466,127
2613-64291633,2021-01-26,57,19,1299,36
0365-79831918,2021-09-08,24,42,1727,96
7055-37283824,2023-06-03,118,45,1684,98
7100-07699976,2022-08-05,72,63,216,154
0677-54998706,2021-03-24,48,55,2361,2
8907-35844903,2022-01-06,116,49,657,97
8082-00806568,2022-08-24,116,43,1903,44
7088-98710973,2023-09-10,66,49,1909,195
3206-87333365,2023-04-04,90,15,1900,87
8319-43113905,2022-02-26,64,40,670,84
7491-83176409,2021-01-26,2,20,184,170
8966-46977793,2021-03-15,97,32,321,188
0724-16132657,2021-02-06,95,24,1315,14
3136-86144452,2022-10-03,76,50,789,81
0697-55599593,2022-03-31,96,21,351,131
0307-81769731,2023-07-07,52,47,188,41
8713-53915777,2021-03-27,37,39,1489,160
6169-51106961,2021-02-05,64,60,1686,13
1977-04270465,2021-02-14,4,63,928,20
9319-39272382,2023-04-14,55,8,1055,77
9409-95885095,2021-11-15,17,54,1322,75
7869-23151299,2021-12-15,33,8,15,79
0742-05121522,2021-02-05,70,45,842,199
3387-82789842,2021-06-10,44,55,1241,190
4756-75536841,2022-03-14,57,25,2008,71
4474-34061117,2022-04-12,114,13,2383,170
2013-62491369,2023-02-17,106,17,797,7
7366-80896228,2021-05-20,44,53,2062,159
0923-09285940,2022-02-16,62,5,2258,45
2663-40958311,2022-12-05,55,57,2499,111
8630-40802908,2022-11-04,53,21,1785,147
5020-59738315,2021-12-29,90,15,505,65
0116-81610787,2022-05-31,95,16,989,144
7997-04844517,2022-08-06,74,39,1741,179
9560-49854760,2021-04-23,38,49,1409,157
3554-19969744,2020-11-06,91,9,2278,163
8603-15303599,2022-08-28,26,12,770,175
8892-56665681,2021-06-24,95,27,1377,54
3388-80358413,2020-09-17,108,7,601,31
5537-74885265,2020-10-02,33,10,964,105
1106-87795420,2020-11-09,20,43,1302,90
2300-01995959,2023-08-02,16,45,1544,30
0780-89713921,2021-10-11,107,65,931,76
6555-45831691,2023-07-09,1,48,764,20
0954-70658606,2021-09-27,57,26,430,15
2926-87255055,2022-06-11,101,20,1472,19
3068-07827869,2020-12-14,119,58,2069,155
0541-66004558,2022-08-15,110,1,1308,73
6959-27039605,2022-06-30,7,2,1372,197
3637-27447260,2021-09-06,47,17,475,19
4784-00830672,2023-06-02,44,7,743,157
2438-72616670,2023-03-28,46,1,1598,160
1979-63849072,2022-10-29,99,34,1754,83
0992-00483248,2023-01-17,79,59,1173,7
2875-94358059,2021-11-16,76,55,436,112
8200-14996113,2020-10-29,54,42,1539,153
4092-67921338,2022-01-13,60,39,194,187
8180-97486596,2023-08-09,80,23,557,155
7478-94581220,2022-01-11,35,46,303,132
3414-97539587,2021-02-05,6,23,1931,70
1120-99925883,2022-03-23,7,11,1215,103
1963-32124739,2022-02-25,46,43,25,115
4360-68403315,2021-11-23,85,65,2119,144
1953-73302116,2021-05-14,85,58,2054,44
5524-14104416,2022-01-10,81,9,651,144
7094-02788089,2021-02-22,114,36,796,148
5949-89373145,2021-03-03,84,25,69,92
5397-34913150,2023-07-15,72,10,1581,76
6164-47488261,2022-11-16,20,53,575,72
6254-34569398,2021-07-09,46,1,2096,84
3284-52953387,2021-11-11,79,23,2253,162
3243-54415671,2022-10-29,5,63,1392,83
4565-00860854,2023-06-16,46,9,695,44
3073-25882672,2021-12-29,112,10,1651,159
1220-74606976,2022-08-06,48,52,436,5
4215-70426927,2021-05-17,75,7,1894,119
2196-53802164,2021-03-10,64,56,626,112
6594-25704035,2020-11-21,6,36,1907,163
0892-91977084,2021-07-15,49,65,1266,78
4650-52012888,2020-12-23,14,38,1176,101
5608-51852476,2022-12-23,73,43,999,42
8495-53932971,2023-07-26,99,29,1042,175
2535-21967454,2022-02-13,112,6,610,153
2265-74696864,2021-06-10,30,8,1174,182
1608-32497637,2021-09-10,33,49,2498,125
3638-83297902,2023-04-03,8,50,233,1
0559-17554044,2021-10-30,26,31,701,188
0717-19608928,2022-11-14,96,15,547,14
5562-61574275,2021-05-24,97,61,1593,57
8134-35562729,2022-04-15,84,29,2124,11
1277-17942475,2021-08-21,72,44,640,86
2314-36498513,2022-06-02,79,43,1344,200
4451-05461981,2023-02-28,33,36,807,34
8375-68144999,2023-03-01,72,27,1758,166
8717-58555221,2023-07-08,3,23,713,185
3524-10553935,2023-05-30,60,63,100,72
7710-24670902,2022-01-24,44,20,1312,115
8627-20536645,2023-01-31,21,5,2134,3
2088-86796197,2022-11-22,90,59,1236,123
2350-56248120,2021-08-28,50,23,2024,110
0650-58333781,2022-07-02,28,47,1834,49
0508-28583911,2022-01-04,16,5,459,153
4903-89786699,2022-06-14,1,4,1842,87
0077-90631338,2023-07-25,77,42,2471,152
5921-85186138,2020-12-19,61,14,2107,9
0177-11388094,2020-12-18,114,44,1714,186
6428-56201199,2022-04-06,63,34,1448,21
8773-62997096,2021-09-17,101,51,1937,99
5211-38786799,2021-04-27,41,23,1605,144
4283-31807911,2023-08-14,71,20,1365,72
8890-84714027,2020-12-13,115,30,2460,84
4863-23580438,2021-10-02,49,23,2228,175
4634-86663494,2021-02-16,18,57,2081,33
9712-25870512,2022-06-19,36,18,322,73
6316-01869534,2021-03-27,86,64,1217,5
4475-55814409,2022-11-05,104,30,861,158
9352-12211406,2020-10-13,44,50,1187,63
1998-59086750,2021-09-19,4,19,406,60
9279-19726846,2023-05-29,20,23,1943,27
9222-79443897,2021-03-29,84,40,194,17
7127-95922025,2023-06-29,74,19,1207,93
5489-71753540,2021-06-01,14,5,1163,166
1100-87565160,2021-04-15,46,59,561,31
4997-97575741,2023-04-30,81,20,1894,98
2738-92999409,2021-08-04,21,13,1136,191
3308-22518919,2023-05-25,118,23,1160,42
4874-06981739,2022-08-08,85,39,7,112
3976-59004061,2021-02-06,113,2,334,119
6918-33207375,2023-02-23,109,36,2110,39
8381-51616568,2022-09-05,96,42,1729,14
2966-77267185,2022-06-24,55,28,2299,176
2513-17275150,2022-06-26,49,63,1466,124
0894-19961923,2021-04-13,111,19,1839,33
6895-47962079,2021-09-12,99,45,2458,127
4361-77231443,2023-08-10,113,52,1101,6
0855-96074359,2021-02-16,115,37,1559,22
2341-35063419,2022-05-22,43,42,798,36
1477-41094966,2020-11-20,102,28,546,152
2090-28905185,2021-11-03,58,30,562,63
8934-70497199,2020-10-23,47,11,1006,4
6777-47960869,2020-10-01,116,24,1481,106
6841-97557624,2021-08-24,62,55,158,71
3648-27594910,2020-11-30,25,58,617,83
3021-30587091,2020-12-12,44,36,767,65
1600-34491779,2022-07-08,10,30,1089,83
2959-63525974,2021-06-22,70,64,1555,101
8504-30011620,2021-01-07,48,3,1492,70
0706-64251318,2022-11-22,21,46,1919,14
7762-59082721,2022-11-13,21,62,399,94
4502-48006900,2022-04-17,88,49,489,30
1474-08476853,2022-06-24,41,18,1217,145
1173-87297403,2021-10-28,99,53,2142,36
1766-04041179,2021-02-19,104,13,2433,24
6747-86697017,2022-02-26,19,4,1069,68
5914-41354519,2022-08-02,25,38,979,69
4444-74138794,2021-09-28,22,50,1989,76
1503-19663757,2020-11-08,78,21,1965,1
9185-58182817,2021-06-03,106,36,902,116
1199-37399087,2022-04-03,23,12,1475,168
8518-89015188,2021-06-13,37,13,355,22
0842-57501677,2023-08-25,97,57,784,158
5774-99320155,2021-08-07,13,18,528,35
6539-17267112,2023-08-11,5,29,355,73
9586-64896606,2021-10-01,43,64,2376,178
9093-98907079,2023-06-23,15,1,818,92
0390-33849885,2022-01-12,44,10,101,126
7929-20488665,2023-03-25,44,64,942,44
8464-23878479,2021-03-22,88,22,2240,195
9356-19924566,2020-10-22,74,48,2336,177
2864-84712548,2022-11-22,49,28,897,29
1505-65131071,2021-08-14,32,41,699,64
8858-69136761,2020-11-11,115,29,1831,138
0817-32142800,2021-11-09,39,24,1734,166
1571-03980047,2022-10-14,83,23,1980,141
3796-81685952,2023-06-21,15,17,1851,165
7780-52539599,2020-11-26,116,9,673,53
5751-84999513,2021-12-01,73,13,1346,115
2841-11380521,2023-06-08,115,56,1610,38
2994-17663848,2021-08-22,108,6,291,65
1671-87992614,2021-06-17,112,31,1092,59
2007-80025922,2021-11-28,31,12,616,187
7414-89703878,2021-08-22,64,30,2314,53
8418-94945149,2022-10-19,113,26,1469,79
1156-71582116,2022-11-20,50,47,1344,81
8973-09342976,2023-07-31,102,10,598,185
8761-50611206,2023-06-28,63,31,1554,191
9954-56915375,2023-08-20,13,6,667,69
2821-66433916,2022-10-14,118,43,1331,97
3260-51238394,2022-11-05,62,38,389,136
6006-09636646,2020-11-03,9,55,2341,81
8169-34187019,2021-12-13,82,20,888,111
4370-80557163,2021-10-11,44,65,2285,102
0450-56293325,2021-05-10,4,9,231,29
3121-06347585,2022-08-10,12,11,713,137
0101-20189175,2022-09-12,99,40,2136,130
3078-12294362,2021-05-23,67,9,725,127
0230-15695064,2021-04-26,32,39,1354,141
0995-93756610,2021-07-23,16,36,2283,38
3836-89640872,2021-06-19,94,19,326,46
3219-34607390,2021-11-28,89,51,2462,56
4428-51024917,2021-04-18,14,17,74,80
9225-34695483,2021-10-15,48,52,2276,198
8089-03329294,2021-02-03,57,28,520,46
5894-23553016,2023-05-03,77,63,2110,94
3652-94053491,2020-12-23,35,54,797,142
9112-14629034,2021-01-03,61,43,997,2
4126-36455966,2022-05-08,8,20,2018,70
1959-02316649,2021-03-07,92,7,1687,22
2077-43947182,2021-01-20,118,54,1110,136
1024-61123622,2021-10-08,88,18,262,169
9895-35228138,2021-01-04,106,6,1718,187
0016-98010011,2022-05-08,7,62,1953,14
8191-68910480,2023-07-13,113,54,846,114
6715-09546110,2022-04-08,41,18,2098,31
9323-88804435,2023-05-08,88,41,1582,141
2804-66001616,2021-05-29,96,34,1435,159
9664-11311207,2022-08-01,65,38,1520,86
6002-42705575,2021-06-08,46,29,1502,102
4299-90794608,2022-11-29,83,5,857,93
6211-39816231,2020-12-22,23,46,1416,139
4613-72718951,2022-05-01,77,12,44,138
2749-91051105,2023-07-12,66,42,1050,44
5078-55507021,2020-09-21,64,36,1314,169
6943-56641723,2022-01-20,53,26,429,149
3595-70429102,2021-03-24,58,5,297,49
8222-46028941,2023-05-22,41,58,2034,169
3036-83759618,2023-02-08,19,19,1039,162
8702-22557463,2021-05-28,101,19,2078,168
5246-28334607,2021-12-05,32,60,544,189
2011-43556056,2022-05-17,107,28,2017,23
9458-71119371,2022-12-16,51,45,2339,112
7226-47831208,2022-05-16,41,21,2271,122
5338-96312021,2023-04-13,100,16,1034,65
4235-58873470,2022-03-07,78,11,1183,107
3976-85948025,2023-06-30,100,31,902,121
3624-40456209,2022-06-19,99,25,1709,147
5737-20749713,2022-10-12,98,50,2063,117
5968-91609363,2022-06-07,104,60,312,107
3823-92248817,2021-06-20,1,64,1438,89
6716-45968354,2023-07-10,4,50,1944,24
5227-90880547,2023-03-15,90,62,1184,122
3541-91834574,2021-09-26,66,60,1921,151
6503-93127243,2022-06-08,51,43,1450,125
3329-59732477,2023-05-04,91,33,1168,100
4720-57960794,2021-03-14,38,45,1972,154
7984-32064964,2021-07-25,99,50,1006,136
7682-62284839,2023-01-25,91,51,138,151
6295-08551906,2022-08-09,42,51,1074,185
5904-74967347,2022-02-09,1,11,287,74
7188-20918990,2020-12-08,80,23,2427,126
4892-05259899,2022-05-21,99,55,456,2
7427-96291242,2021-11-06,40,34,1724,154
4121-92009844,2022-08-26,61,65,2243,112
2815-91639059,2022-05-26,85,50,2427,131
6248-26965255,2023-02-03,36,2,191,19
6390-85836073,2020-10-12,74,34,1603,33
5751-34417208,2022-04-05,63,1,1365,171
5093-35013395,2021-08-04,16,5,413,15
7729-19900280,2021-09-14,117,15,2308,11
6327-57351957,2023-02-25,92,50,2388,8
1181-02408775,2021-06-12,118,20,1492,126
4234-23752520,2021-06-27,90,16,296,145
7277-46384177,2023-02-09,29,51,1058,132
3221-18223676,2023-02-04,117,36,1198,58
9079-91982121,2022-09-08,48,34,1191,106
7832-69256746,2021-01-14,72,59,674,1
3804-51736057,2021-07-25,102,21,62,177
4195-10600637,2023-08-23,97,37,1639,120
4840-12818279,2020-12-11,6,61,15,123
6735-59753414,2023-01-28,35,10,2317,82
6800-31615857,2021-06-22,115,48,2013,131
9668-07364155,2021-08-25,5,55,1572,5
1020-62015846,2022-12-03,85,30,1590,180
6707-77810248,2022-06-21,82,31,438,48
5517-34232083,2021-09-22,99,31,368,44
6167-40677712,2023-07-31,47,25,777,80
6757-62926991,2021-12-22,91,41,623,125
6945-46288654,2022-11-24,58,14,1160,53
2525-58754320,2022-10-24,43,2,1160,184
6177-84009401,2021-07-15,77,34,94,79
7860-03344987,2021-09-18,26,2,2438,39
3907-90959451,2023-01-16,85,1,1476,49
8097-88957589,2023-01-09,78,32,710,27
7119-05992985,2022-01-17,114,46,1338,174
8649-46345962,2021-12-19,5,41,2134,146
9058-06898563,2020-10-08,4,23,2133,125
2884-71583816,2022-02-16,28,60,207,199
9506-59377635,2021-01-29,118,39,795,118
2615-72920257,2022-03-11,113,50,389,187
0279-86375630,2022-08-29,10,52,764,34
4379-05821306,2023-07-10,60,61,513,64
8982-78983697,2022-10-14,22,54,1286,176
4033-07564939,2021-10-24,90,3,1777,12
5605-61137390,2022-03-20,117,58,540,189
6084-31833854,2022-08-11,10,16,1032,165
4526-29569186,2023-06-01,76,53,1358,143
5044-21393115,2021-06-27,44,40,1213,73
2852-51980961,2022-10-02,26,41,351,27
1420-52129521,2023-08-18,66,45,1682,189
3332-08008502,2023-07-29,61,3,2206,98
4336-49177370,2022-01-16,49,30,958,32
8461-82225622,2021-04-23,33,58,1164,139
5951-97701677,2023-05-27,78,27,2246,62
1429-05799152,2023-04-13,79,27,1776,121
1638-27263434,2020-10-12,81,8,1742,93
7233-36571147,2021-05-22,102,27,535,9
2451-71827565,2022-05-15,45,34,1345,177
1991-37692592,2023-05-28,21,48,74,156
0495-76852007,2021-04-21,48,16,2185,116
9633-42207067,2022-07-15,88,39,1300,192
5760-76252425,2022-08-27,112,27,620,37
9578-18847347,2022-08-07,60,54,2068,110
3671-96889438,2023-08-01,93,64,1888,51
4443-12542183,2022-08-11,89,27,1159,5
8802-21749728,2022-12-14,48,38,1956,183
2201-63844834,2021-02-14,33,29,805,97
0812-42171070,2023-08-15,34,8,2028,173
7697-99061145,2021-10-04,32,38,1185,12
1165-80542076,2023-04-12,73,53,2306,148
4207-17669285,2023-07-17,117,14,1599,146
9616-16743848,2023-01-06,58,55,2180,9
2650-87982452,2022-01-09,1,27,243,129
6716-08066200,2023-05-01,40,37,279,160
2786-11885124,2023-01-11,68,6,2077,126
0402-18890724,2021-09-12,109,34,2388,122
7951-47084306,2022-08-03,72,42,931,107
1491-37372002,2022-09-18,22,19,969,78
9715-44706047,2022-06-28,69,65,2041,97
4720-04083153,2021-07-13,115,63,1670,95
3627-60243072,2022-11-23,38,54,1467,110
4406-15164615,2021-10-27,63,18,284,182
1670-29160963,2022-02-13,30,54,1462,37
3628-48645274,2023-01-16,74,59,2098,25
4031-62536982,2022-03-16,14,59,2317,43
3836-13176555,2020-10-07,91,60,2202,31
9086-91641677,2022-12-02,70,20,1840,80
4844-80486765,2022-12-27,46,26,278,170
8667-25711415,2022-11-07,18,10,2353,3
6435-13966281,2023-07-22,50,52,148,25
